COURSE,Unnamed: 1,TITLE,ACP,CS,COMP1,HUM,NAT,QR,SBS,Year,Term,TermYear,Average_GPA
HIST 227,,Modern Japanese History,,NW,,HP,,,,2026,Spring,2026-sp,3.08
HIST 228,,From Genghis Khan to the Taliban: War and Peace in Central Asia,,NW,,HP,,,,2026,Spring,2026-sp,
HIST 236,,Madness and Modern Society,,WCC,,HP,,,,2026,Spring,2026-sp,3.54
HIST 241,,History of Ancient Rome,,WCC,,HP,,,,2026,Spring,2026-sp,3.52
HIST 247,,Medieval Europe,,WCC,,HP,,,,2026,Spring,2026-sp,2.86
HIST 252,,The Holocaust,,WCC,,HP,,,,2026,Spring,2026-sp,3.28
HIST 253,,Enlightenment to Existentialsm,,WCC,,HP,,,,2026,Spring,2026-sp,3.37
HIST 255,,British Isles to 1688,,WCC,,HP,,,,2026,Spring,2026-sp,3.12
HIST 257,,"Terrorism, Past and Present",,WCC,,HP,,,,2026,Spring,2026-sp,2.71
HIST 258,,20thC World to Midcentury,,WCC,,HP,,,,2026,Spring,2026-sp,3.07
HIST 259,,20thC World from Midcentury,,WCC,,HP,,,,2026,Spring,2026-sp,3.33
HIST 260,,History of Russia,,WCC,,HP,,,,2026,Spring,2026-sp,3.27
HIST 262,,Zionism: A Global History,,WCC,,HP,,,,2026,Spring,2026-sp,3.42
HIST 263,,History of Medicine in the United States,,US,,HP,,,,2026,Spring,2026-sp,3.38
HIST 264,,Technology in Western Society,,WCC,,HP,,,,2026,Spring,2026-sp,3.45
HIST 268,,Biology and Society from Darwin to the Human Genome,,WCC,,HP,,,,2026,Spring,2026-sp,3.5
HIST 269,,Jewish History Since 1700,,WCC,,HP,,,,2026,Spring,2026-sp,3.34
HIST 274,,US Foreign Relations Since 1917,,WCC,,HP,,,,2026,Spring,2026-sp,3.28
HIST 275,,Afro-American History to 1877,,US,,HP,,,,2026,Spring,2026-sp,3.49
HIST 276,,African American History Since 1877,,US,,HP,,,,2026,Spring,2026-sp,3.07
HIST 277,,Encounters in Native America,,US,,HP,,,,2026,Spring,2026-sp,3.34
HIST 278,,Native American History,,US,,HP,,,,2026,Spring,2026-sp,3.35
HIST 279,,Mexican-American History,,US,,HP,,,,2026,Spring,2026-sp,3.36
HIST 280,,Caribbean Latina/o Migration,,US,,HP,,,,2026,Spring,2026-sp,3.62
HIST 281,,Constructing Race in America,,US,,HP,,,,2026,Spring,2026-sp,3.48
HIST 283,,Asian American History,,US,,HP,,,,2026,Spring,2026-sp,3.34
HIST 285,,US Gender History to 1877,,US,,HP,,,,2026,Spring,2026-sp,3.5
HIST 288,,American Indians of Illinois,,US,,HP,,,,2026,Spring,2026-sp,
HIST 289,,History of Religion in America,,,,HP,,,,2026,Spring,2026-sp,
HIST 293,,The President and the People,,WCC,,HP,,,,2026,Spring,2026-sp,3.39
HIST 325,,History of Korea,,NW,,HP,,,,2026,Spring,2026-sp,
HK 208,,Introduction to Medical Ethics,,,,HP,,,,2026,Spring,2026-sp,3.84
JOUR 205,,History of American Journalism,,,,HP,,,,2026,Spring,2026-sp,3.11
JS 108,,Religion & Society in West I,,WCC,,HP,,,,2026,Spring,2026-sp,
JS 120,,A History of Judaism,ACP,,,HP,,,,2026,Spring,2026-sp,
JS 201,,History of Antisemitism,,WCC,,HP,,,,2026,Spring,2026-sp,
JS 231,,Development of Ancient Cities,,WCC,,HP,,,,2026,Spring,2026-sp,
JS 252,,The Holocaust,,WCC,,HP,,,,2026,Spring,2026-sp,
JS 262,,Zionism: A Global History,,WCC,,HP,,,,2026,Spring,2026-sp,
JS 269,,Jewish History Since 1700,,WCC,,HP,,,,2026,Spring,2026-sp,
LA 221,,History of the Prison,,WCC,,HP,,,,2026,Spring,2026-sp,3.17
LA 222,,Islamic Gardens & Architecture,,NW,,HP,,,,2026,Spring,2026-sp,2.97
LA 314,,History of World Landscapes,ACP,WCC,,HP,,,,2026,Spring,2026-sp,3.25
LAW 301,,Introduction to Law,,,,HP,,,,2026,Spring,2026-sp,3.64
LAW 302,,Transitional Justice,,US,,HP,,,,2026,Spring,2026-sp,2.97
LAW 303,,Living the Law,,,,HP,,,,2026,Spring,2026-sp,3.77
LLS 200,,U.S. Race and Empire,,US,,HP,,,,2026,Spring,2026-sp,
LLS 215,,US Citizenship Comparatively,,US,,HP,,,,2026,Spring,2026-sp,
LLS 279,,Mexican-American History,,US,,HP,,,,2026,Spring,2026-sp,3.51
LLS 280,,Caribbean Latina/o Migration,,US,,HP,,,,2026,Spring,2026-sp,
LLS 281,,Constructing Race in America,,US,,HP,,,,2026,Spring,2026-sp,
MACS 264,,Media Industries,,WCC,,HP,,,,2026,Spring,2026-sp,3.28
MDVL 247,,Medieval Europe,,WCC,,HP,,,,2026,Spring,2026-sp,
MDVL 251,,Viking Mythology,,WCC,,HP,,,,2026,Spring,2026-sp,
MDVL 255,,British Isles to 1688,,WCC,,HP,,,,2026,Spring,2026-sp,
MILS 120,,Intro to US Armed Forces,,,,HP,,,,2026,Spring,2026-sp,3.07
NRES 202,,American Environmental History,,WCC,,HP,,,,2026,Spring,2026-sp,
NS 120,,Intro to US Armed Forces,,,,HP,,,,2026,Spring,2026-sp,
PHIL 100,,Intro to Philosophy-ACP,ACP,,,HP,,,,2026,Spring,2026-sp,3.09
PHIL 101,,Introduction to Philosophy,,,,HP,,,,2026,Spring,2026-sp,3.09
PHIL 102,,Logic and Reasoning,,,,HP,,,,2026,Spring,2026-sp,3.16
PHIL 103,,Logic and Reasoning QR II,,,,HP,,QR2,,2026,Spring,2026-sp,2.97
PHIL 104,,Intro to Ethics-ACP,ACP,,,HP,,,,2026,Spring,2026-sp,3.31
PHIL 105,,Introduction to Ethics,,,,HP,,,,2026,Spring,2026-sp,3.11
PHIL 108,,Religion & Society in West I,,WCC,,HP,,,,2026,Spring,2026-sp,
PHIL 109,,Religion & Society in West II,,WCC,,HP,,,,2026,Spring,2026-sp,
PHIL 110,,World Religions,,NW,,HP,,,,2026,Spring,2026-sp,
PHIL 203,,Ancient Philosophy,,,,HP,,,,2026,Spring,2026-sp,3.05
PHIL 206,,Early Modern Philosophy,,,,HP,,,,2026,Spring,2026-sp,3.04
PHIL 210,,Ethics,,,,HP,,,,2026,Spring,2026-sp,3.52
PHIL 214,,Biomedical Ethics,,,,HP,,,,2026,Spring,2026-sp,3.34
PHIL 222,,Philosophical Foundations of Computer Science,,,,HP,,,,2026,Spring,2026-sp,3.53
PHIL 223,,Minds & Machines,,,,HP,,,,2026,Spring,2026-sp,3.19
PHIL 230,,Philosophy of Religion Intro,,,,HP,,,,2026,Spring,2026-sp,3.24
PHIL 231,,Religion and Philosophy,,,,HP,,,,2026,Spring,2026-sp,
PHIL 250,,Conceptions of Human Nature,,,,HP,,,,2026,Spring,2026-sp,3.25
PHIL 270,,Philosophy of Science,,,,HP,,,,2026,Spring,2026-sp,3.09
PHIL 316,,Ethics and Engineering,ACP,,,HP,,,,2026,Spring,2026-sp,
PS 170,,"Power, Politics, and Protest",,,,HP,,,,2026,Spring,2026-sp,3.68
PS 270,,Intro to Political Theory,,,,HP,,,,2026,Spring,2026-sp,3.22
PSYC 236,,Madness and Modern Society,,WCC,,HP,,,,2026,Spring,2026-sp,
REES 228,,From Genghis Khan to the Taliban: War and Peace in Central Asia,,NW,,HP,,,,2026,Spring,2026-sp,
REL 104,,Asian Mythology,,NW,,HP,,,,2026,Spring,2026-sp,3.19
REL 108,,Religion & Society in West I,,WCC,,HP,,,,2026,Spring,2026-sp,3.78
REL 109,,Religion & Society in West II,,WCC,,HP,,,,2026,Spring,2026-sp,3.73
REL 110,,World Religions,,NW,,HP,,,,2026,Spring,2026-sp,3.64
REL 120,,A History of Judaism,ACP,,,HP,,,,2026,Spring,2026-sp,3.27
REL 122,,History East Asian Religions,,NW,,HP,,,,2026,Spring,2026-sp,
REL 132,,Zen,,NW,,HP,,,,2026,Spring,2026-sp,3.69
REL 160,,Ancient Greek & Roman Religion,,WCC,,HP,,,,2026,Spring,2026-sp,
REL 201,,Hebrew Bible in English,,,,HP,,,,2026,Spring,2026-sp,
REL 212,,History of Antisemitism,,WCC,,HP,,,,2026,Spring,2026-sp,
REL 214,,Introduction to Islam,,NW,,HP,,,,2026,Spring,2026-sp,3.58
REL 215,,African Muslim Societies,,NW,,HP,,,,2026,Spring,2026-sp,
REL 224,,Chinese Thought and Culture,,NW,,HP,,,,2026,Spring,2026-sp,
REL 225,,Japanese Religions: Thought and Practice,,NW,,HP,,,,2026,Spring,2026-sp,
REL 230,,Philosophy of Religion Intro,,,,HP,,,,2026,Spring,2026-sp,
REL 231,,Religion and Philosophy,,,,HP,,,,2026,Spring,2026-sp,3.13
REL 235,,History of Religion in America,,,,HP,,,,2026,Spring,2026-sp,3.37
REL 251,,Viking Mythology,,WCC,,HP,,,,2026,Spring,2026-sp,
REL 269,,Jewish History Since 1700,,WCC,,HP,,,,2026,Spring,2026-sp,
REL 286,,Introduction to Hinduism,,NW,,HP,,,,2026,Spring,2026-sp,3.61
REL 287,,Introduction to Buddhism,,NW,,HP,,,,2026,Spring,2026-sp,3.11
SAME 214,,Introduction to Islam,,NW,,HP,,,,2026,Spring,2026-sp,
SCAN 251,,Viking Mythology,,WCC,,HP,,,,2026,Spring,2026-sp,3.54
SLCL 200,,Topics in Global Culture,,WCC,,HP,,,,2026,Spring,2026-sp,3.75
SPED 117,,The Culture of Disability,,,,HP,,,,2026,Spring,2026-sp,3.76
ABE 152,,Water in the Global Environment,,NW,,,PS,,,2026,Spring,2026-sp,3.8
ASTR 100,,Introduction to Astronomy,,,,,PS,,,2026,Spring,2026-sp,3.11
ASTR 121,,Solar System and Worlds Beyond,,,,,PS,QR2,,2026,Spring,2026-sp,3.08
ASTR 122,,Stars and Galaxies,,,,,PS,QR2,,2026,Spring,2026-sp,3.26
ASTR 150,,Killer Skies: Astro-Disasters,,,,,PS,,,2026,Spring,2026-sp,3.45
ATMS 100,,Introduction to Meteorology,,,,,PS,,,2026,Spring,2026-sp,3.27
ATMS 120,,Severe and Hazardous Weather,,,,,PS,QR2,,2026,Spring,2026-sp,3.52
ATMS 140,,Climate and Global Change,,,,,PS,,,2026,Spring,2026-sp,3.33
CHBE 101,,Hidden World of Engineering,,,,,PS,,,2026,Spring,2026-sp,3.33
CHEM 101,,Introductory Chemistry,,,,,PS,,,2026,Spring,2026-sp,2.61
CHEM 102,,General Chemistry I,,,,,PS,,,2026,Spring,2026-sp,2.48
CHEM 104,,General Chemistry II,,,,,PS,,,2026,Spring,2026-sp,2.63
CHEM 108,,"Chemistry, Everyday Phenomena",,,,,PS,,,2026,Spring,2026-sp,3.74
CHEM 202,,Accelerated Chemistry I,,,,,PS,,,2026,Spring,2026-sp,2.65
CHEM 204,,Accelerated Chemistry II,,,,,PS,,,2026,Spring,2026-sp,2.68
CLCV 230,,Ancient Engineering,,WCC,,,PS,,,2026,Spring,2026-sp,3.83
ECE 101,,Exploring Digital Information Technologies for Non-Engineers,,,,,PS,QR2,,2026,Spring,2026-sp,3.37
ENVS 101,,Introduction to Energy Sources,,,,,PS,QR2,,2026,Spring,2026-sp,
ESE 100,,Sustainable Earth,,,,,PS,,,2026,Spring,2026-sp,2.82
ESE 103,,Earth's Physical Systems,,,,,PS,,,2026,Spring,2026-sp,
ESE 104,,Geology of the National Parks,,,,,PS,,,2026,Spring,2026-sp,
ESE 117,,The Oceans,,,,,PS,,,2026,Spring,2026-sp,
ESE 118,,Natural Disasters,,,,,PS,,,2026,Spring,2026-sp,
ESE 120,,Severe and Hazardous Weather,,,,,PS,QR2,,2026,Spring,2026-sp,
ESE 140,,Climate and Global Change,,,,,PS,,,2026,Spring,2026-sp,
ESE 208,,History of the Earth System,,,,,PS,,,2026,Spring,2026-sp,
FSHN 101,,The Science of Food and How it Relates to You,,,,,PS,,,2026,Spring,2026-sp,3.38
GEOL 100,,Planet Earth,,,,,PS,,,2026,Spring,2026-sp,3.06
GEOL 104,,Geology of the National Parks,,,,,PS,,,2026,Spring,2026-sp,3.54
GEOL 107,,Physical Geology,,,,,PS,,,2026,Spring,2026-sp,3.25
GEOL 115,,Hollywood Rocks: Earth Science in the Movies,,,,,PS,,,2026,Spring,2026-sp,3.83
GEOL 117,,The Oceans,,,,,PS,,,2026,Spring,2026-sp,3.15
GEOL 118,,Natural Disasters,,,,,PS,,,2026,Spring,2026-sp,3.15
GEOL 208,,History of the Earth System,,,,,PS,,,2026,Spring,2026-sp,3.07
GGIS 100,,Introduction to Meteorology,,,,,PS,,,2026,Spring,2026-sp,
GGIS 103,,Earth's Physical Systems,,,,,PS,,,2026,Spring,2026-sp,3.46
GGIS 220,,"Landscapes, Ecosystems and Environmental Change",,,,,PS,,,2026,Spring,2026-sp,
GLBL 118,,Natural Disasters,,,,,PS,,,2026,Spring,2026-sp,
LA 250,,Environmental Site Analysis,,,,,PS,,,2026,Spring,2026-sp,3.47
MSE 101,,Materials in Today's World,,,,,PS,,,2026,Spring,2026-sp,3.45
MUS 209,,Musical Acoustics,,,,,PS,,,2026,Spring,2026-sp,2.98
NPRE 101,,Introduction to Energy Sources,,,,,PS,QR2,,2026,Spring,2026-sp,3.09
NRES 100,,Fundamentals of Env Sci,,,,,PS,,,2026,Spring,2026-sp,3.38
PHYS 101,,College Physics: Mech & Heat,,,,,PS,QR2,,2026,Spring,2026-sp,2.88
PHYS 102,,College Physics: E&M & Modern,,,,,PS,QR2,,2026,Spring,2026-sp,2.88
PHYS 211,,University Physics: Mechanics,,,,,PS,QR2,,2026,Spring,2026-sp,3.0
PHYS 212,,University Physics: Elec & Mag,,,,,PS,QR2,,2026,Spring,2026-sp,2.87
ACES 102,,Intro Sustainable Food Systems,,,,,LS,,,2026,Spring,2026-sp,3.67
ANSC 110,,Animal Exploration: A Global Perspective,,,,,LS,,,2026,Spring,2026-sp,3.65
ANSC 207,,The Science of Pets and How to Care for Them,,,,,LS,,,2026,Spring,2026-sp,3.41
ANTH 143,,Biology of Human Behavior,,,,,LS,,,2026,Spring,2026-sp,3.49
ANTH 241,,Human Biological Variation,,,,,LS,,,2026,Spring,2026-sp,3.64
ANTH 246,,Forensic Science,,,,,LS,,,2026,Spring,2026-sp,3.49
ANTH 249,,Evolution and Human Disease,,,,,LS,,,2026,Spring,2026-sp,3.43
CPSC 112,,Introduction to Crop Sciences,,,,,LS,,,2026,Spring,2026-sp,3.11
CPSC 113,,"Environment, Agriculture, and Society",,WCC,,,LS,,,2026,Spring,2026-sp,3.47
CPSC 261,,Biotechnology in Agriculture,,,,,LS,,,2026,Spring,2026-sp,3.23
DANC 345,,Dance Anatomy and Kinesiology,,,,,LS,,,2026,Spring,2026-sp,2.9
ESE 111,,Emergence of Life,,,,,LS,,,2026,Spring,2026-sp,
ESE 143,,History of Life,,,,,LS,,,2026,Spring,2026-sp,
FSHN 120,,Contemporary Nutrition,,,,,LS,,,2026,Spring,2026-sp,3.52
GEOL 111,,Emergence of Life,,,,,LS,,,2026,Spring,2026-sp,2.83
GEOL 143,,History of Life,,,,,LS,,,2026,Spring,2026-sp,3.33
HDFS 143,,Biology of Human Behavior,,,,,LS,,,2026,Spring,2026-sp,
HK 150,,Bioscience of Human Movement,,,,,LS,,,2026,Spring,2026-sp,3.23
HORT 223,,The Intelligent Behavior of Plants,ACP,,,,LS,,,2026,Spring,2026-sp,3.57
IB 100,,Biology in Today's World,,,,,LS,,,2026,Spring,2026-sp,3.16
IB 103,,Introduction to Plant Biology,,,,,LS,,,2026,Spring,2026-sp,2.86
IB 104,,Animal Biology,,,,,LS,,,2026,Spring,2026-sp,3.14
IB 105,,Environmental Biology,,,,,LS,,,2026,Spring,2026-sp,3.36
IB 108,,The Biology of Dinosaurs,,,,,LS,,,2026,Spring,2026-sp,3.16
IB 110,,Race and Environmental Biology,,US,,,LS,,,2026,Spring,2026-sp,3.82
IB 150,,Organismal & Evolutionary Biol,,,,,LS,,,2026,Spring,2026-sp,3.23
MCB 100,,Introductory Microbiology,,,,,LS,,,2026,Spring,2026-sp,3.0
MCB 150,,Molecular & Cellular Basis of Life,,,,,LS,,,2026,Spring,2026-sp,3.04
NRES 101,,Wildlife Conservation in the 21st Century,,,,,LS,,,2026,Spring,2026-sp,3.36
NRES 103,,The Great Lakes - Freshwater Wonder at Risk,,,,,LS,,,2026,Spring,2026-sp,2.95
NRES 105,,Climate Change Impacts on Ecological Systems,,,,,LS,QR2,,2026,Spring,2026-sp,2.88
PLPA 200,,"Plants, Pathogens, and People",ACP,,,,LS,,,2026,Spring,2026-sp,3.57
SHS 280,,Communication Neuroscience,,,,,LS,,,2026,Spring,2026-sp,3.24
UP 205,,Ecology & Environmental Sustainability,,,,,LS,,,2026,Spring,2026-sp,3.26
ACE 262,,Applied Statistical Methods and Data Analytics I,,,,,,QR1,,2026,Spring,2026-sp,3.09
ADV 200,,Data Literacy,,,,,,QR1,,2026,Spring,2026-sp,3.19
CPSC 241,,Intro to Applied Statistics,,,,,,QR1,,2026,Spring,2026-sp,2.81
CS 105,,Intro Computing: Non-Tech,,,,,,QR1,,2026,Spring,2026-sp,3.21
CS 107,,Data Science Discovery,,,,,,QR1,,2026,Spring,2026-sp,
CS 124,,Introduction to Computer Science I,,,,,,QR1,,2026,Spring,2026-sp,3.56
CS 125,,Introduction to Computer Science,,,,,,QR1,,2026,Spring,2026-sp,3.3
ECON 202,,Economic Statistics I,,,,,,QR1,,2026,Spring,2026-sp,2.92
GGIS 280,,Intro to Social Statistics,,,,,,QR1,,2026,Spring,2026-sp,
HK 207,,Introduction to Epidemiology,,,,,,QR1,,2026,Spring,2026-sp,3.67
HK 209,,Introduction to Biostatistics and Health Data Analysis,,,,,,QR1,,2026,Spring,2026-sp,3.6
IS 107,,Data Science Discovery,,,,,,QR1,,2026,Spring,2026-sp,
IS 229,,Web Design Fundamentals,,,,,,QR1,,2026,Spring,2026-sp,3.81
IS 305,,Programming for Information Problems II,,,,,,QR1,,2026,Spring,2026-sp,3.69
MATH 103,,Theory of Arithmetic,,,,,,QR1,,2026,Spring,2026-sp,3.22
MATH 115,,Preparation for Calculus,,,,,,QR1,,2026,Spring,2026-sp,2.48
MATH 117,,Elementary Mathematics,,,,,,QR1,,2026,Spring,2026-sp,3.4
MATH 119,,Ideas in Geometry,,,,,,QR1,,2026,Spring,2026-sp,3.28
MATH 124,,Finite Mathematics,,,,,,QR1,,2026,Spring,2026-sp,2.95
MATH 181,,A Mathematical World,,,,,,QR1,,2026,Spring,2026-sp,2.9
MATH 220,,Calculus,,,,,,QR1,,2026,Spring,2026-sp,2.59
MATH 221,,Calculus I,,,,,,QR1,,2026,Spring,2026-sp,2.89
MATH 231,,Calculus II,,,,,,QR1,,2026,Spring,2026-sp,2.86
MATH 234,,Calculus for Business I,,,,,,QR1,,2026,Spring,2026-sp,2.71
PHIL 202,,Symbolic Logic,,,,,,QR1,,2026,Spring,2026-sp,3.0
PSYC 235,,Intro to Statistics,,,,,,QR1,,2026,Spring,2026-sp,3.04
PSYC 301,,Psychological Statistics,,,,,,QR1,,2026,Spring,2026-sp,
SOC 280,,Intro to Social Statistics,,,,,,QR1,,2026,Spring,2026-sp,3.04
SOCW 225,,Social Work Statistics,,,,,,QR1,,2026,Spring,2026-sp,3.26
STAT 100,,Statistics,,,,,,QR1,,2026,Spring,2026-sp,3.32
STAT 107,,Data Science Discovery,,,,,,QR1,,2026,Spring,2026-sp,3.52
STAT 200,,Statistical Analysis,,,,,,QR1,,2026,Spring,2026-sp,3.43
STAT 212,,Biostatistics,,,,,,QR1,,2026,Spring,2026-sp,3.5
UP 116,,Urban Informatics I,,,,,,QR1,,2026,Spring,2026-sp,3.45
ASTR 121,,Solar System and Worlds Beyond,,,,,PS,QR2,,2026,Spring,2026-sp,3.08
ASTR 122,,Stars and Galaxies,,,,,PS,QR2,,2026,Spring,2026-sp,3.26
ATMS 120,,Severe and Hazardous Weather,,,,,PS,QR2,,2026,Spring,2026-sp,3.52
ATMS 202,,General Physical Climate,,,,,,QR2,,2026,Spring,2026-sp,
CMN 315,,"Crowds, Clouds, and Community",,,,,,QR2,,2026,Spring,2026-sp,
CS 101,,Intro Computing: Engrg & Sci,,,,,,QR2,,2026,Spring,2026-sp,3.13
CS 128,,Introduction to Computer Science II,,,,,,QR2,,2026,Spring,2026-sp,3.54
CS 225,,Data Structures,,,,,,QR2,,2026,Spring,2026-sp,3.06
ECE 101,,Exploring Digital Information Technologies for Non-Engineers,,,,,PS,QR2,,2026,Spring,2026-sp,3.37
ENVS 101,,Introduction to Energy Sources,,,,,PS,QR2,,2026,Spring,2026-sp,
ESE 120,,Severe and Hazardous Weather,,,,,PS,QR2,,2026,Spring,2026-sp,
ESE 380,,Geographic Information Systems II,,,,,,QR2,,2026,Spring,2026-sp,
GEOL 350,,Volcanoes,,,,,,QR2,,2026,Spring,2026-sp,3.35
GGIS 371,,Spatial Analysis,,,,,,QR2,,2026,Spring,2026-sp,3.37
GGIS 380,,Geographic Information Systems II,,,,,,QR2,,2026,Spring,2026-sp,3.37
GLBL 200,,Foundations of Research,,,,,,QR2,SS,2026,Spring,2026-sp,3.82
HDFS 330,,Statistical Reasoning for Everyday Life,,,,,,QR2,,2026,Spring,2026-sp,3.66
HK 201,,Health Sciences Research Methods,,,,,,QR2,,2026,Spring,2026-sp,3.8
HK 416,,Applied Health Data Analysis,,,,,,QR2,,2026,Spring,2026-sp,3.62
HK 466,,Measure & Eval in Kinesiology,,,,,,QR2,,2026,Spring,2026-sp,
IS 145,,Mapping Inequalities,,US,,,,QR2,SS,2026,Spring,2026-sp,3.51
IS 203,,Analytical Foundations for Information Problems,,,,,,QR2,,2026,Spring,2026-sp,3.34
JOUR 451,,Research Methods in Journalism,,,,,,QR2,,2026,Spring,2026-sp,3.67
MATH 213,,Basic Discrete Mathematics,,,,,,QR2,,2026,Spring,2026-sp,3.07
MATH 241,,Calculus III,,,,,,QR2,,2026,Spring,2026-sp,2.91
MATH 285,,Intro Differential Equations,,,,,,QR2,,2026,Spring,2026-sp,3.09
NPRE 101,,Introduction to Energy Sources,,,,,PS,QR2,,2026,Spring,2026-sp,3.09
NRES 105,,Climate Change Impacts on Ecological Systems,,,,,LS,QR2,,2026,Spring,2026-sp,2.88
PHIL 103,,Logic and Reasoning QR II,,,,HP,,QR2,,2026,Spring,2026-sp,2.97
PHIL 454,,Advanced Symbolic Logic,,,,,,QR2,,2026,Spring,2026-sp,3.18
PHYS 101,,College Physics: Mech & Heat,,,,,PS,QR2,,2026,Spring,2026-sp,2.88
PHYS 102,,College Physics: E&M & Modern,,,,,PS,QR2,,2026,Spring,2026-sp,2.88
PHYS 211,,University Physics: Mechanics,,,,,PS,QR2,,2026,Spring,2026-sp,3.0
PHYS 212,,University Physics: Elec & Mag,,,,,PS,QR2,,2026,Spring,2026-sp,2.87
PS 229,,Doing Politics Research,,,,,,QR2,SS,2026,Spring,2026-sp,
RST 370,,Research Methods & Analysis,,,,,,QR2,,2026,Spring,2026-sp,3.42
SOC 380,,Social Research Methods,,,,,,QR2,,2026,Spring,2026-sp,3.35
SOCW 235,,The Science of Youth Violence Prevention,,,,,,QR2,,2026,Spring,2026-sp,
STAT 207,,Data Science Exploration,,,,,,QR2,,2026,Spring,2026-sp,3.52
UP 316,,Urban Informatics II,,,,,,QR2,,2026,Spring,2026-sp,3.16
AAS 100,,Intro Asian American Studies,,US,,,,,SS,2026,Spring,2026-sp,3.52
AAS 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,
AAS 203,,"Race, Science, and Technology",,US,,,,,SS,2026,Spring,2026-sp,
AAS 246,,Asian American Youth in Film,,US,,,,,SS,2026,Spring,2026-sp,3.8
AAS 258,,Muslims in America,,US,,,,,SS,2026,Spring,2026-sp,3.76
AAS 287,,Food and Asian Americans,,US,,,,,SS,2026,Spring,2026-sp,3.8
AAS 297,,Asian Families in America,,US,,,,,SS,2026,Spring,2026-sp,
ABE 232,,Context in International Interventions,,NW,,,,,SS,2026,Spring,2026-sp,3.68
ACE 100,,Introduction to Applied Microeconomics,,,,,,,SS,2026,Spring,2026-sp,2.86
ACE 210,,Environmental Economics & Policy,,,,,,,SS,2026,Spring,2026-sp,3.2
ACE 251,,The World Food Economy,,NW,,,,,SS,2026,Spring,2026-sp,3.27
ACE 254,,Economic Systems in Africa,,NW,,,,,SS,2026,Spring,2026-sp,3.1
ACE 255,,Economics of Food and Environmental Justice,,US,,,,,SS,2026,Spring,2026-sp,3.62
ADV 150,,Introduction to Advertising,,,,,,,SS,2026,Spring,2026-sp,3.74
ADV 305,,Advertising Technology and the Digital World,,,,,,,SS,2026,Spring,2026-sp,3.75
ADV 376,,Global Advertising,,WCC,,,,,SS,2026,Spring,2026-sp,
ADV 378,,Psychology of Advertising,,,,,,,SS,2026,Spring,2026-sp,
ADV 393,,Advertising and Society,,,,,,,SS,2026,Spring,2026-sp,3.6
AFRO 100,,Intro to African American St,,US,,,,,SS,2026,Spring,2026-sp,3.3
AFRO 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,
AFRO 250,,Introduction to Health and Wellness in the Black Community,,US,,,,,SS,2026,Spring,2026-sp,3.5
AFST 233,,Context in International Interventions,,NW,,,,,SS,2026,Spring,2026-sp,
AFST 254,,Economic Systems in Africa,,NW,,,,,SS,2026,Spring,2026-sp,
AIS 214,,American Indian Law & Politics,,US,,,,,SS,2026,Spring,2026-sp,
ANSC 305,,Human Animal Interactions,,,,,,,SS,2026,Spring,2026-sp,3.68
ANTH 101,,Introduction to Anthropology,,WCC,,,,,SS,2026,Spring,2026-sp,3.36
ANTH 102,,Human Origins and Culture,,,,,,,SS,2026,Spring,2026-sp,2.97
ANTH 103,,Anthro in a Changing World,,NW,,,,,SS,2026,Spring,2026-sp,3.38
ANTH 104,,Talking Culture,,,,,,,SS,2026,Spring,2026-sp,3.48
ANTH 110,,Humanizing Science,,,,,,,SS,2026,Spring,2026-sp,
ANTH 126,,Humans and Animals - Food or Friend?,,,,,,,SS,2026,Spring,2026-sp,
ANTH 180,,The Archaeology of Death,,WCC,,,,,SS,2026,Spring,2026-sp,3.5
ANTH 182,,Latin American Cultures,,NW,,,,,SS,2026,Spring,2026-sp,3.41
ANTH 209,,"Food, Culture, and Society",,WCC,,,,,SS,2026,Spring,2026-sp,3.6
ANTH 210,,Families in Global Perspective,,NW,,,,,SS,2026,Spring,2026-sp,
ANTH 221,,Archaeology of South Asia,,NW,,,,,SS,2026,Spring,2026-sp,3.13
ANTH 248,,Introduction to Engaged and Public Anthropology,,NW,,,,,SS,2026,Spring,2026-sp,3.83
ANTH 250,,The World Through Museums,,WCC,,,,,SS,2026,Spring,2026-sp,
ANTH 259,,Latina/o Anthropology,,US,,,,,SS,2026,Spring,2026-sp,3.54
ANTH 270,,Language in Culture,ACP,,,,,,SS,2026,Spring,2026-sp,3.29
ANTH 279,,"Economy, Business & Society",,WCC,,,,,SS,2026,Spring,2026-sp,3.15
ANTH 280,,Anthropology of Martial Arts,,NW,,,,,SS,2026,Spring,2026-sp,3.37
ANTH 339,,Industrial Heritage and Communities,,,,,,,SS,2026,Spring,2026-sp,
ARCH 237,,Urban Scale Sustainability,,,,,,,SS,2026,Spring,2026-sp,
BCS 115,,South Slavic Cultures,,NW,,,,,SS,2026,Spring,2026-sp,3.56
CMN 230,,Introduction to Interpersonal Communication,,,,,,,SS,2026,Spring,2026-sp,3.22
CMN 232,,Intro to Intercultural Comm,,NW,,,,,SS,2026,Spring,2026-sp,3.47
CMN 277,,Introduction to Mediated Communication,,US,,,,,SS,2026,Spring,2026-sp,2.96
CMN 280,,Comm Technology & Society,,,,,,,SS,2026,Spring,2026-sp,3.25
CS 266,,Community Innovation,,WCC,,,,,SS,2026,Spring,2026-sp,
